"time","mech.Px","mech.Py"
50.54,50.00588691303036,-0.34307958969032626
50.55,50.006323570305625,-0.3555719597648448
50.56,50.006775842698275,-0.3680637742582711
50.57,50.007243729501646,-0.38055501365210276
50.58,50.00772722998465,-0.3930456584288109
50.59,50.008226343391826,-0.40553568907176185
50.6,50.0087410689433,-0.41802508606527056
50.61,50.00927140583484,-0.4305138298946787
50.62,50.00981735323776,-0.4430019010463049
50.63,50.01037891029904,-0.4554892800075585
50.64,50.01095607614125,-0.4679759472669005
50.65,50.011548849862535,-0.48046188331391804
50.66,50.01215723053672,-0.4929470686393387
50.67,50.0127812172132,-0.5054314837350837
50.68,50.013420808917,-0.5179151090942113
50.69,50.01407600464876,-0.5303979252110977
50.7,50.01474680338472,-0.5428799125813484
50.71,50.01543320407677,-0.5553610517018335
50.72,50.01613520565242,-0.5678413230707804
50.73,50.01685280701476,-0.5803207071877878
50.74,50.01758600704257,-0.5927991845538081
50.75,50.01833480459021,-0.6052767356712074
50.76,50.01909919848769,-0.6177533410438478
50.77,50.01987918754064,-0.6302289811770159
50.78,50.02067477053032,-0.6427036365775187
50.79,50.021485946213645,-0.6551772877537232
50.8,50.02231271332317,-0.6676499152155557
50.81,50.02315507056703,-0.6801214994745344
50.82,50.02401301662906,-0.6925920210438044
50.83,50.02488655016873,-0.70506146043817
50.84,50.02577566982113,-0.7175297981741728
50.85,50.02668037419702,-0.7299970147699852
50.86,50.0276006618828,-0.7424630907456269
50.87,50.02853653144051,-0.7549280066228263
50.88,50.02948798140787,-0.767391742925188
50.89,50.03045501029822,-0.7798542801780926
50.9,50.031437616600584,-0.79231559890885
50.91,50.03243579877966,-0.8047756796466388
50.92,50.03344955527577,-0.8172345029226058
50.93,50.034478884504914,-0.8296920492698199
50.94,50.03552378485878,-0.8421482992233749
50.95,50.0365842547047,-0.8546032333203826
50.96,50.037660292385695,-0.8670568321000118
50.97,50.038751896220454,-0.8795090761035098
50.98,50.039859064503354,-0.891959945874266
50.99,50.040981795504436,-0.9044094219578014
51,50.042120087469435,-0.9168574849017759
51.01,50.043273938619784,-0.9293041152561194
51.02,50.04444334715257,-0.9417492935729967
51.03,50.0456283112406,-0.9541930004067645
51.04,50.046828829032364,-0.9666352163141738
51.05,50.04804489865207,-0.9790759218542533
51.06,50.049276518199584,-0.9915150975884117
51.07,50.05052368575051,-1.003952724080424
51.08,50.051786399356175,-1.0163887818965094
51.09,50.05306465704354,-1.0288232516053313
51.1,50.05435845681537,-1.041256113778033
51.11,50.055667796650084,-1.0536873489882659
51.12,50.056992674501856,-1.0661169378122217
51.13,50.058333088300536,-1.0785448608287034
51.14,50.05968903595175,-1.0909710986190397
51.15,50.06106051533682,-1.1033956317672597
51.16,50.06244752431281,-1.115818440860032
51.17,50.063850060712525,-1.1282395064867181
51.18,50.06526812234449,-1.140658809239401
51.19,50.066701706992994,-1.1530763297129347
51.2,50.068150812418075,-1.1654920485049303
51.21,50.06961543635548,-1.1779059462158443
51.22,50.071095576516754,-1.190318003448951
51.23,50.072591230589154,-1.2027282008104194
51.24,50.07410239623575,-1.215136518909322
51.25,50.07562907109533,-1.227542938357658
51.26,50.07717125278246,-1.239947439770404
51.27,50.078728938887494,-1.2523500037655353
51.28,50.08030212697655,-1.2647506109640325
51.29,50.081890814591496,-1.2771492419899495
51.3,50.08349499925004,-1.2895458774704451
51.31,50.08511467844563,-1.301940498035762
51.32,50.08674984964752,-1.3143330843193262
51.33,50.088400510300744,-1.3267236169577146
51.34,50.09006665782615,-1.3391120765907196
51.35,50.0917482896204,-1.3514984438613702
51.36,50.093445403055924,-1.3638826994159778
51.37,50.09515799548099,-1.3762648239041404
51.38,50.096886064219674,-1.3886447979788201
51.39,50.098629606571876,-1.4010226022962513
51.4,50.100388619813295,-1.4133982175161748
51.41,50.10216310119549,-1.4257716243016638
51.42,50.10395304794581,-1.4381428033192876
51.43,50.10575845726749,-1.4505117352390684
51.44,50.10757932633956,-1.4628784007345494
51.45,50.10941565231693,-1.4752427804828372
51.46,50.11126743233034,-1.487604855164573
51.47,50.113134663486356,-1.499964605464033
51.48,50.11501734286745,-1.5123220120690952
51.49,50.11691546753194,-1.524677055671333
51.5,50.118829034514,-1.537029716965968
51.51,50.12075804082368,-1.549379976651995
51.52,50.122702483446915,-1.5617278154321177
51.53,50.12466235934551,-1.574073214012845
51.54,50.12663766545717,-1.5864161531044942
51.55,50.128628398695454,-1.5987566134212337
51.56,50.13063455594986,-1.6110945756810864
51.57,50.13265613408577,-1.6234300206059835
51.58,50.13469312994446,-1.6357629289218174
51.59,50.136745540343114,-1.6480932813584062
51.6,50.13881336207488,-1.6604210586495753
51.61,50.14089659190874,-1.6727462415331722
51.62,50.14299522658968,-1.6850688107511118
51.63,50.145109262838574,-1.6973887470493807
51.64,50.147238697352236,-1.7097060311780723
51.65,50.14938352680343,-1.7220206438914403
51.66,50.15154374784085,-1.7343325659478985
51.67,50.15371935708918,-1.7466417781100887
51.68,50.155910351149,-1.7589482611448481
51.69,50.15811672659689,-1.7712519958232953
51.7,50.16033847998539,-1.7835529629208722
51.71,50.162575607843024,-1.795851143217309
51.72,50.164828106674264,-1.808146517496688
51.73,50.16709597295959,-1.8204390665475145
51.74,50.169379203155444,-1.832728771162671
51.75,50.1716777936943,-1.8450156121394805
51.76,50.17399174098461,-1.8572995702797748
51.77,50.17632104141083,-1.8695806263898938
51.78,50.178665691333414,-1.881858761280629
51.79,50.18102568708886,-1.894133955767444
51.8,50.18340102498967,-1.9064061906703422
51.81,50.18579170132439,-1.918675446813964
51.82,50.188197712357564,-1.9309417050275748
51.83,50.19061905432983,-1.9432049461451726
51.84,50.19305572345783,-1.9554651510054448
51.85,50.195507715934255,-1.967722300451804
51.86,50.19797502792789,-1.9799763753324662
51.87,50.20045765558355,-1.9922273565004467
51.88,50.20295559502212,-2.0044752248136
51.89,50.20546884234058,-2.0167199611346156
51.9,50.20799739361199,-2.0289615463311037
51.91,50.210541244885476,-2.0411999612755807
51.92,50.21310039218627,-2.053435186845544
51.93,50.21567483151571,-2.065667203923443
51.94,50.21826455885124,-2.077895993396755
51.95,50.220869570146405,-2.0901215361580014
51.96,50.22348986133088,-2.1023438131047705
51.97,50.22612542831045,-2.114562805139748
51.98,50.22877626696706,-2.1267784931707894
51.99,50.231442373158764,-2.138990858110869
52,50.234123742719774,-2.1511998808781563
52.01,50.23682037146043,-2.1634055423960774
52.02,50.23953225516728,-2.175607823593271
52.03,50.24225938960301,-2.1878067054036805
52.04,50.24500177050644,-2.2000021687665665
52.05,50.24775939359263,-2.212194194626502
52.06,50.25053225455278,-2.224382763933466
52.07,50.2533203490543,-2.236567857642809
52.08,50.25612367274079,-2.248749456715336
52.09,50.25894222123206,-2.2609275421173027
52.1,50.26177599012412,-2.2731020948204286
52.11,50.264624974989225,-2.2852730958019993
52.12,50.26748917137582,-2.297440526044813
52.13,50.27036857480861,-2.309604366537288
52.14,50.27326318078852,-2.321764598273404
52.15,50.27617298479272,-2.333921202252803
52.16,50.27909798227466,-2.346074159480798
52.17,50.28203816866404,-2.3582234509684117
52.18,50.28499353936679,-2.3703690577323453
52.19,50.28796408976516,-2.3825109607951127
52.2,50.29094981521767,-2.394649141184992
52.21,50.293950711059104,-2.406783579936075
52.22,50.296966772600584,-2.4189142580883036
52.23,50.29999799512951,-2.431041156687492
52.24,50.3030443739096,-2.4431642567853835
52.25,50.306105904180875,-2.4552835394396
52.26,50.3091825811597,-2.4673989857137926
52.27,50.312274400038774,-2.47951057667758
52.28,50.31538135598713,-2.4916182934065887
52.29,50.318503444150146,-2.5037221169825123
52.3,50.32164065964956,-2.5158220284931545
52.31,50.32479299758348,-2.527918009032378
52.32,50.327960453026364,-2.5400100397002277
52.33,50.33114302102907,-2.552098101602917
52.34,50.33434069661885,-2.5641821758528387
52.35,50.33755347479932,-2.5762622435686264
52.36,50.340781350550515,-2.5883382858751744
52.37,50.344024318828886,-2.6004102839036882
52.38,50.3472823745673,-2.612478218791667
52.39,50.35055551267503,-2.624542071682951
52.4,50.353843728037816,-2.636601823727789
52.41,50.35714701551781,-2.6486574560828
52.42,50.360465369953644,-2.6607089499110934
52.43,50.36379878616036,-2.672756286382185
52.44,50.36714725892952,-2.684799446672118
52.45,50.37051078302913,-2.6968384119634816
52.46,50.37388935320368,-2.7088731634453502
52.47,50.37728296417415,-2.720903682313466
52.48,50.38069161063804,-2.7329299497701207
52.49,50.384115287269324,-2.744951947024303
52.5,50.387553988718516,-2.7569696552916128
52.51,50.39100770961265,-2.7689830557943935
52.52,50.39447644455528,-2.7809921297617315
52.53,50.39796018812652,-2.7929968584294134
52.54,50.401458934882996,-2.8049972230400826
52.55,50.40497267935795,-2.8169932048431594
52.56,50.40850141606113,-2.8289847850949315
52.57,50.41204513947889,-2.840971945058545
52.58,50.415603844074184,-2.8529546660040648
52.59,50.41917752428651,-2.8649329292085213
52.6,50.422766174532015,-2.876906715955842
52.61,50.42636978920342,-2.888876007537009
52.62,50.42998836267008,-2.9008407852500007
52.63,50.43362188927797,-2.912801030399864
52.64,50.437270363349725,-2.9247567242986996
52.65,50.44093377918459,-2.936707848265744
52.66,50.44461213105846,-2.948654383627378
52.67,50.44830541322395,-2.9605963117171505
52.68,50.45201361991029,-2.972533613875777
52.69,50.4557367453234,-2.9844662714512324
52.7,50.45947478364591,-2.9963942657987577
52.71,50.463227729037115,-3.008317578280842
52.72,50.46699557563307,-3.0202361902673225
52.73,50.47077831754649,-3.032150083135372
52.74,50.47457594886686,-3.04405923826954
52.75,50.47838846366035,-3.055963637061767
52.76,50.48221585596995,-3.067863260911425
52.77,50.486058119815326,-3.079758091225372
52.78,50.489915249192954,-3.0916481094179087
52.79,50.49378723807607,-3.1035332969109213
52.8,50.497674080414704,-3.115413635133775
52.81,50.50157577013565,-3.127289105523472
52.82,50.50549230114251,-3.13915968952457
52.83,50.50942366731574,-3.151025368589293
52.84,50.51336986251255,-3.162886124177531
52.85,50.51733088056701,-3.174741937756828
52.86,50.52130671529005,-3.1865927908024947
52.87,50.52529736046941,-3.198438664797573
52.88,50.529302809869726,-3.210279541232902
52.89,50.533323057232465,-3.222115401607075
52.9,50.53735809627601,-3.233946227426612
52.91,50.541407920695605,-3.24577200020582
52.92,50.545472524163394,-3.2575927014669386
52.93,50.54955190032844,-3.269408312740122
52.94,50.55364604281672,-3.281218815563479
52.95,50.55775494523114,-3.293024191483111
52.96,50.56187860115153,-3.304824422053109
52.97,50.56601700413469,-3.3166194888356184
52.98,50.570170147714364,-3.328409373400854
52.99,50.57433802540126,-3.340194057327121
53,50.57852063068308,-3.3519735222008578
53.01,50.582717957024485,-3.3637477496166426
53.02,50.58692999786717,-3.3755167211772594
53.03,50.59115674662983,-3.3872804184936722
53.04,50.59539819670816,-3.3990388231851263
53.05,50.59965434147488,-3.4107919168791145
53.06,50.60392517427978,-3.422539681211429
53.07,50.60821068844969,-3.434282097826177
53.08,50.612510877288486,-3.4460191483758535
53.09,50.616825734077125,-3.4577508145213116
53.1,50.62115525207365,-3.469477077931831
53.11,50.62549942451318,-3.4811979202851084
53.12,50.62985824460796,-3.492913323267354
53.13,50.63423170554732,-3.504623268573239
53.14,50.63861980049774,-3.5163277379059767
53.15,50.643022522602806,-3.5280267129773435
53.16,50.64743986498328,-3.5397201755076857
53.17,50.65187182073708,-3.551408107225983
53.18,50.65631838293923,-3.5630904898698255
53.19,50.660779544642025,-3.574767305185503
53.2,50.66525529887488,-3.5864385349280035
53.21,50.66974563864442,-3.5981041608610074
53.22,50.67425055693452,-3.609764164757003
53.23,50.678770046706205,-3.621418528397218
53.24,50.683304100897814,-3.633067233571733
53.25,50.68785271242486,-3.644710262079423
53.26,50.692415874180156,-3.656347595728068
53.27,50.69699357903376,-3.667979216334352
53.28,50.701585819832985,-3.679605105723848
53.29,50.706192589402484,-3.691225245731113
53.3,50.71081388054417,-3.702839618199686
53.31,50.71544968603729,-3.714448204982105
53.32,50.72009999863837,-3.726050987939958
53.33,50.724764811081315,-3.737647948943904
53.34,50.72944411607736,-3.749239069873699
53.35,50.73413790631509,-3.760824332618201
